postcode,Name,Address
3010-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3010-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
3011-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3011-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3011-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3012-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3012-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3012-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3013-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3013-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3013-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3014-vic,Centro de Saúde Mehara,"Centro de Saúde Mehara, Road Mehara-Tutuala, Porlamano, East Timor"
3014-vic,CENTRO SAUDE DE LAISOROLAI,"CENTRO SAUDE DE LAISOROLAI, Dalan Kiik ba Abere, Sede Suco Laisorolai De Cima, East Timor"
3014-vic,HR Maubisse,"HR Maubisse, Estrada Aileu - Ainaro, Maubisse, East Timor"
3015-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3015-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3015-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 55 Dundas Place, Albert Park VIC 3206, Australia"
3016-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 55 Dundas Place, Albert Park VIC 3206, Australia"
3016-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 53 Dundas Place, Albert Park VIC 3206, Australia"
3016-vic,Albert Park Medical Centre,"Albert Park Medical Centre, 51 Dundas Place, Albert Park VIC 3206, Australia"
3017-vic,Centro de Saúde Mehara,"Centro de Saúde Mehara, Road Mehara-Tutuala, Porlamano, East Timor"
3017-vic,CENTRO SAUDE DE LAISOROLAI,"CENTRO SAUDE DE LAISOROLAI, Dalan Kiik ba Abere, Sede Suco Laisorolai De Cima, East Timor"
3017-vic,HR Maubisse,"HR Maubisse, Estrada Aileu - Ainaro, Maubisse, East Timor"
3018-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3018-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3018-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3019-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3019-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3019-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3020-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3020-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3020-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3021-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3021-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3021-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3022-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3022-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3022-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3023-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3023-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3023-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3024-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3024-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3024-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3025-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3025-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3025-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3026-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3026-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3026-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3027-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3027-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3027-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3028-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3028-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3028-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3029-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3029-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3029-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3030-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3030-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3030-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3031-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3031-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3031-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
3032-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3032-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3032-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3033-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3033-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3033-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3034-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3034-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3034-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3035-vic,Centro de Saúde Mehara,"Centro de Saúde Mehara, Road Mehara-Tutuala, Porlamano, East Timor"
3035-vic,CENTRO SAUDE DE LAISOROLAI,"CENTRO SAUDE DE LAISOROLAI, Dalan Kiik ba Abere, Sede Suco Laisorolai De Cima, East Timor"
3035-vic,HR Maubisse,"HR Maubisse, Estrada Aileu - Ainaro, Maubisse, East Timor"
3036-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3036-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3036-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3037-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3037-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3037-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3038-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3038-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3038-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
3039-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3039-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3039-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3040-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3040-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3040-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3041-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3041-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3041-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3042-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3042-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3042-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3043-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3043-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3043-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3044-vic,Gladstone Street Medical Center,"Gladstone Street Medical Center, 46 Gladstone Street, Warragul VIC 3820, Australia"
3044-vic,Rise Medical Centre,"Rise Medical Centre, Fairwood Rise, Officer VIC 3807, Australia"
3044-vic,The Smile Place Mt Eliza,"The Smile Place Mt Eliza, 1299 Nepean Highway, Mount Eliza VIC 3930, Australia"
3045-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3045-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3045-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
3046-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3046-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3046-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3047-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3047-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3047-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3048-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3048-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3048-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3049-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3049-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3049-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3050-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
3050-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3050-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
3051-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
3051-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3051-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3052-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
3052-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3052-vic,Kensington Medical Clinic,"Kensington Medical Clinic, 483 Macaulay Road, Kensington VIC 3031, Australia"
3053-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3053-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
3053-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
3054-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
3054-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3054-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3055-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3055-vic,SIA Medical Centre,"SIA Medical Centre, Hall Street, Moonee Ponds VIC 3039, Australia"
3055-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3056-vic,St Francis Medical Centre,"St Francis Medical Centre, Holmes Street, Brunswick East VIC 3057, Australia"
3056-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3056-vic,Travancore Medical Centre,"Travancore Medical Centre, 252 Mount Alexander Road, Travancore VIC 3032, Australia"
3057-vic,St Francis Medical Centre,"St Francis Medical Centre, Holmes Street, Brunswick East VIC 3057, Australia"
3057-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3057-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3058-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3058-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3058-vic,St Francis Medical Centre,"St Francis Medical Centre, Holmes Street, Brunswick East VIC 3057, Australia"
3059-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3059-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3059-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3060-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3060-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3060-vic,Healing & Learning Centre,"Healing & Learning Centre, 412 Moreland Road, Pascoe Vale South VIC 3055, Australia"
3061-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3061-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3061-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3062-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3062-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3062-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3063-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3063-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3063-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
3064-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3064-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3064-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3065-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3065-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
3065-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3066-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3066-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3066-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
3067-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3067-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3067-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
3068-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3068-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
3068-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
3069-vic,Centro de Saúde Mehara,"Centro de Saúde Mehara, Road Mehara-Tutuala, Porlamano, East Timor"
3069-vic,CENTRO SAUDE DE LAISOROLAI,"CENTRO SAUDE DE LAISOROLAI, Dalan Kiik ba Abere, Sede Suco Laisorolai De Cima, East Timor"
3069-vic,HR Maubisse,"HR Maubisse, Estrada Aileu - Ainaro, Maubisse, East Timor"
3070-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
3070-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3070-vic,St Francis Medical Centre,"St Francis Medical Centre, Holmes Street, Brunswick East VIC 3057, Australia"
3071-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
3071-vic,St Francis Medical Centre,"St Francis Medical Centre, Holmes Street, Brunswick East VIC 3057, Australia"
3071-vic,Clifton Hill Clinic,"Clifton Hill Clinic, 22 Spensley Street, Clifton Hill VIC 3068, Australia"
3072-vic,St Francis Medical Centre,"St Francis Medical Centre, Holmes Street, Brunswick East VIC 3057, Australia"
3072-vic,Wingrove Medical Clinic,"Wingrove Medical Clinic, 270 Wingrove Street, Fairfield VIC 3078, Australia"
3072-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3073-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3073-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3073-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3074-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3074-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3074-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3075-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3075-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3075-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3076-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
3076-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
3076-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
3077-vic,Centro de Saúde Mehara,"Centro de Saúde Mehara, Road Mehara-Tutuala, Porlamano, East Timor"
